assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
161824569,53876177,Cynodonichthys uroflammeus,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.iuhhvy, Arturo Angulo 2019",PRESERVED_SPECIMEN,1974.0,-82.96092987,8.82361126
161824579,53876256,Cynodonichthys weberi,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.a3uebd,PRESERVED_SPECIMEN,1985.0,-78.983,9.3
161824589,161824030,Rocio spinosissima,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility https://doi.org/10.15468/dl.gbneq3,PRESERVED_SPECIMEN,0.0,-89.635676,15.39578
162637857,62084,Chrysoritis phosphor,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"G.A. Henning, Dropbox Apr17",PreservedSpecimen,2016.0,31.14861107,-25.79688835
162638140,62080,Trimenia malagrida,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. and Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,African Butterfly Research institute,PreservedSpecimen,1973.0,19.18333333,-32.38333333
162639611,162639609,Dira swanepoeli,1,1,1,"Mecenero S, Ball JB, Edge DA, Hamer ML, Henning GA, Krüger MA, Pringle EL, Terblanche RF & Williams MC",2013,Mecenero et al. and Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,African Butterfly Research institute,PreservedSpecimen,1958.0,29.9,-23.03333333
162641138,17839,Chrysoritis adonis,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_17232",PreservedSpecimen,2016.0,21.29745865,-33.33114624
162695561,162695550,Leporinus gomesi,1,1,1,"Frederico, R.G.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Igarapé da Chapada, afluente do Igarapé do Aeroporto, rio Aripuanã, 10 km de Humboldt.",,,splink,,,-59.316666,-9.9666662
163445797,163443511,Pseudavakubia majus,1,1,1,D. Allen,2020,IUCN SSC Mollusc SG,Extant (resident), , ,, ,, , ,2019.0,-0.57471001,6.23203993
164012594,164011583,Vanessa tameamea,1,1,1,"Walker, A.",2021,<NULL>,Extant (resident),<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,"GBIF, 2021",HumanObservation,1988.0,-155.113808,19.699533
164304165,164304141,Aenigmachanna gollum,1,1,1,"Sidharthan, A.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,Avala,,,Raghavan et al (2023),HumanObservation,2023.0,75.727,11.589
164492796,164492765,Crenicichla mandelburgeri,1,1,1,"Fernando, E.",2023,IUCN (International Union for Conservation of Nature),Extant (resident),,,Canal da Piracema,,,splink,,0.0,-54.6041667,-25.4452778
164691491,150125013,Cribroheros altifrons,1,1,1,T. Lyons,2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility https://doi.org/10.15468/dl.whcnag,PRESERVED_SPECIMEN,0.0,-83.028956,8.566477
164691496,150125270,Cribroheros bussingi,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility https://doi.org/10.15468/dl.hdauir,PRESERVED_SPECIMEN,0.0,-82.932213,9.566529
164691511,162001789,Brachyrhaphis holdridgei,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.fwg3tm, Angulo Arturo 2019",FIELD_OBSERVATION,1966.0,-84.88055556,10.49444444
164691526,164691400,Brachyrhaphis rhabdophora,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.pufuv2, Arturo Angulo 2019",FIELD_OBSERVATION,2013.0,-83.95617222,9.33133611
164691531,164691405,Brachyrhaphis roseni,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.ys4a4o, Arturo Angulo 2019",FIELD_OBSERVATION,2013.0,-83.18173333,8.65153333
164691536,164691408,Brachyrhaphis terrabensis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.nf0a5t, Arturo Angulo 2019",FIELD_OBSERVATION,2013.0,-83.73255,9.3996
164691571,164691443,Phallichthys quadripunctatus,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.kvqej7, Arturo Angulo 2019",FIELD_OBSERVATION,2003.0,-82.66938895,9.58294615
164691576,164691446,Phallichthys tico,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.7qoqqw, Arturo Angulo 2019",PRESERVED_SPECIMEN,1962.0,-84.0,10.5
164691596,164691464,Poecilia rositae,1,1,1,"Quintana, Y.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2020 https://doi.org/10.15468/dl.jrmk3t, Universidad de San Carlos de Guatemala 2020",PRESERVED_SPECIMEN,2004.0,-89.957769,15.534327
164691606,164691475,Poeciliopsis retropinna,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.ftw6r9, Arturo Angulo 2019",FIELD_OBSERVATION,2000.0,-83.27972,9.09639
164692315,125341177,Pseudoxiphophorus attenuatus,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.pqv0do,PRESERVED_SPECIMEN,0.0,-90.305556,15.747222
164692320,125341262,Pseudoxiphophorus cataractae,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.1rwqqd,PRESERVED_SPECIMEN,1973.0,-90.383333,15.594444
164692325,125341281,Pseudoxiphophorus diremptus,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.rjozef,PRESERVED_SPECIMEN,0.0,-89.948611,15.743056
164692340,125347429,Tlaloc portillorum,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiverstiy Information Facility 2019 https://doi.org/10.15468/dl.gkjgrc, Wilfredo Matamoros 2019, Salgado-Maldonado et al. 2014 10.15560/10.6.1507", ,0.0,-87.664918,14.44168
164692491,164692174,Priapichthys puetzi,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.hcnip3,HUMAN_OBSERVATION,2015.0,-82.338903,9.192106
164692501,164692223,Scolichthys iota,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.kr5yqt,PRESERVED_SPECIMEN,0.0,-89.948611,15.743056
164692506,164692230,Xenophallus umbratilis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.6uphgq; Arturo Angulo,FIELD_COLLECTION,0.0,-83.96010833,10.32428056
164692516,164692241,Xiphophorus signum,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.fukods,PRESERVED_SPECIMEN,0.0,-89.948611,15.743056
164692521,164692249,Profundulus guatemalensis,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident), , ,, ,,Wilfredo Matamoros 2020,PRESERVED_SPECIMEN,0.0,-90.793412,14.542665
164692526,164692254,Profundulus kreiseri,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility https://doi.org/10.15468/dl.kmiqyr, W. Matamoros 2020",PRESERVED_SPECIMEN,0.0,-89.266667,14.55
164692531,164692295,Hiatirhaphis parismina,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility https://doi.org/10.15468/dl.8rj7jf,PRESERVED_SPECIMEN,0.0,-84.003646,10.45813
164695398,49829846,Dasyloricaria latiura,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.e4sp2n,MATERIAL_SAMPLE,1995.0,-77.5831,8.06238
164695423,164693702,Gymnotus panamensis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.w6vjck,PRESERVED_SPECIMEN,0.0,-81.91667,8.98333
164695453,164694148,Rineloricaria altipinnis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.b3w8ln,MATERIAL_SAMPLE,1991.0,-77.5439,8.12333
164695463,164694340,Sturisomatichthys citurensis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.qyjpot,HUMAN_OBSERVATION,2013.0,-77.755028,8.296139
164695468,164694439,Sturisomatichthys dariensis,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.thadnm, Moody et al. 2019, Smithsonian Tropical Research Institute 2019",PRESERVED_SPECIMEN,0.0,-78.505556,8.979444
164695478,164694511,Imparfinis lineatus,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.htdbd9, Arturo Angulo 2019",FIELD_OBSERVATION,2000.0,-83.27972,9.09639
165014998,165014363,Astyanax anai,1,1,1,"Lyons, T.J.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Angulo et al. 2018, A. Angulo 2019",PRESERVED_SPECIMEN,1923.0,-82.62138889,9.45416667
165015003,165014399,Atherinella hubbsi,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.vleeuz, Arturo Angulo 2019", ,1967.0,-85.6109314,11.21527767
165015008,165014431,Atherinella sardina,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.dhwefc,PRESERVED_SPECIMEN,0.0,-86.474844,12.351968
165015013,165014555,Amatitlania sajica,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.nypwlc, Arturo Angulo 2019",FIELD_OBSERVATION,2000.0,-83.27972,9.09639
165015111,165015032,Hyphessobrycon bussingi,1,1,1,"Lyons, T.",2019,New Mexico BioPark Society,Extant (resident), , ,, ,,"Smithsonian Tropical Research Institute 2019, Global Biodiversity Information Facility 2019 https://doi.org/10.15468/dl.rgeu5w, Arturo Angulo 2019",PRESERVED_SPECIMEN,1921.0,-82.420658,9.302033
165245627,886,Aloeides carolynnae,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"Excel_Dec16, Silvia E-mail Dec16",PreservedSpecimen,2003.0,19.20555496,-33.55527878
165245684,22149,Trimenia wallengrenii,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"ASMORTON, AM_LEPI01.FDB_124",PreservedSpecimen,2008.0,19.04619408,-33.04333496
166710400,117513563,Pethia cumingii,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00125,HumanObservation,2018.0,80.157548,6.546787
166771169,13374,Micronaspis floridana,1,1,1,"Fallon, C.",2020,IUCN,Extant (resident), , ,,,,"Faust, 2017",HumanObservation,0.0,-81.05537648,28.73027447
166771223,164012501,Bicellonycha wickershamorum,1,1,1,"Fallon, C.",2020,IUCN,Extant (resident), ,<NULL>,Bear Canyon. <NULL>,,<NULL>,"BugGuide, 2020",HumanObservation,2009.0,-109.77516,31.840128
166771333,164015739,Lucidota luteicollis,1,1,1,"Fallon, C.",2020,IUCN,Extant (resident), ,<NULL>,<NULL>,,<NULL>,"BugGuide, 2020",<NULL>,2007.0,-81.352017,27.181438
166771368,164044862,Pyractomena ecostata,1,1,1,"Walker, A.",2020,IUCN,Extant (resident), ,,,,,"GBIF, 2020",HUMAN_OBSERVATION,2010.0,-80.49905,25.610495
166771463,164045411,Pleotomodes needhami,1,1,1,"Walker, A.",2021,New Mexico BioPark Society,Extant (resident),<NULL>,<NULL>,<NULL>,<NULL>,<NULL>,GBIF 2020,,2009.0,-81.43474,27.37161
166771468,164045636,Photuris walldoxeyi,1,1,1,"Walker, A.",2020,IUCN,Extant (resident), ,,,,,"Faust and Davis, 2019", ,2017.0,-89.465717,34.664781
166771508,164045835,Photuris mysticalampas,1,1,1,"Fallon, C.",2020,IUCN,Extant (resident), , ,,,,"Heckscher, 2013", ,2011.0,-75.24278546,38.83525628
166771568,164045951,Photuris cinctipennis,1,1,1,"Fallon, C.",2020,IUCN,Extant (resident), ,<NULL>,<NULL>,,<NULL>,"Heckscher, 2010",HumanObservation,2001.0,-75.647274,39.193609
166771808,164076824,Photinus dimissus,1,1,1,"Walker, A.",2020,IUCN,Extant (resident), , ,,,,"B. Pfeiffer pers. obs., 2020",Observation,0.0,-98.485032,29.874198
167179945,139119297,Atrocalopteryx auco,1,1,1,"R.A. Dow, T.Q. Phan & T. Kompier",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Hämäläinen 2014,PreservedSpecimen,2008.0,106.3875,21.7261
167179998,139120982,Neurobasis florida,1,1,1,"R.A. Dow,  H.T. Rachman & N. Kamaludin",2020,"Dow, R.A., Rachman, H.T. and Kamaludin, N.",Extant (resident),,,,,,Lieftinck 1934,PreservedSpecimen,,106.059,-6.671
167180015,122802000,Rhinocypha heterostigma,1,1,1,"R.A. Dow,  H.T. Rachman & N. Kamaludin",2020,"Dow, R.A., Rachman, H.T. and Kamaludin, N.",Extant (resident),,,,,,Baskoro et al 2018,PreservedSpecimen,,109.728697,-7.128292
167180023,122802184,Rhinocypha peitho,1,1,1,R.A. Dow,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Hämäläinen 2017,PreservedSpecimen,2002.0,102.4303,19.0781
167180031,122802345,Rhinocypha sumbana,1,1,1,R.A. Dow & H.T. Rachman,2020,"Dow, R.A. and Rachman, H.T.",Extant (resident),,,,,,Irawan & Rahadi 2018,PreservedSpecimen,,119.902182,-9.665441
167180055,139344448,Chlorogomphus caloptera,1,1,1,"R.A. Dow, T.Q. Phan & T. Kompier",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,http://odonatavietnam.blogspot.com/,PreservedSpecimen,0.0,108.4419,11.9465
167180064,139344457,Chlorogomphus canhvang,1,1,1,R.A. Dow,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Kompier & Karube 2018,PreservedSpecimen,0.0,106.302,17.488
167180099,143816657,Hemicordulia chrysochlora,1,1,1,R.A. Dow & H.T. Rachman,2020,"Dow, R.A. and Rachman, H.T.",Extant (resident),,,,,,Irawan & Rahadi 2018,PreservedSpecimen,,119.902182,-9.665441
167180221,139357597,Anisogomphus neptunus,1,1,1,R.A. Dow & T. Kompier,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Karube & Kompier 2016,PreservedSpecimen,0.0,105.867,22.617
167180235,139358700,Anisogomphus yingsaki,1,1,1,R.A. Dow,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Makbun 2017,PreservedSpecimen,0.0,100.0573,20.2878
167180290,139361740,Burmagomphus inscriptus,1,1,1,R.A. Dow,2020,"Dow, R.A.",Extant (resident),,,,,,Lieftinck 1934-067,PreservedSpecimen,1926.0,111.614,-7.145
167180337,139362822,Gomphidia javanica,1,1,1,R.A. Dow,2020,"Dow, R.A.",Extant (resident),,,,,,Förster 1899,PreservedSpecimen,,112.63,-7.98
167180346,139365272,Heliogomphus drescheri,1,1,1,"R.A. Dow,  H.T. Rachman & N. Kamaludin",2020,"Dow, R.A., Rachman, H.T. and Kamaludin, N.",Extant (resident),,,,,,Abdillah et al 2019,PreservedSpecimen,,112.29466,-7.90421
167180355,122210105,Leptogomphus inouei,1,1,1,"R.A. Dow, T.Q. Phan & T. Kompier",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Karube 2014,PreservedSpecimen,2008.0,107.8619,16.1947
167180364,122210218,Leptogomphus tamdaoensis,1,1,1,"R.A. Dow, T.Q. Phan & T. Kompier",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Karube 2014,PreservedSpecimen,1999.0,105.6447,21.4641
167180444,125508472,Nososticta diadesma,1,1,1,R.A. Dow & H.T. Rachman,2020,"Dow, R.A. and Rachman, H.T.",Extant (resident),,,,,,Irawan & Rahadi 2018,PreservedSpecimen,,119.902182,-9.665441
167180467,125516767,Nososticta selysi,1,1,1,R.A. Dow & H.T. Rachman,2020,"Dow, R.A. and Rachman, H.T.",Extant (resident),,,,,,Irawan & Rahadi 2018,PreservedSpecimen,,119.902182,-9.665441
167180503,145788682,Drepanosticta bartelsi,1,1,1,R.A. Dow & H.T. Rachman,2020,"Dow, R.A. and Rachman, H.T.",Extant (resident),,,,,,Lieftinck 1937,PreservedSpecimen,1935.0,107.3742,-7.4874
167180552,125521608,Megalestes australis,1,1,1,"R.A. Dow, T.Q. Phan & T. Kompier",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Karube 2014,PreservedSpecimen,0.0,107.8619,16.1947
168300053,161276036,Aloeides stevensoni,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_17032",PreservedSpecimen,2015.0,29.86446571,-24.05039215
168300190,3844,Capys penningtoni,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"LepiMAP, ABRI",,1983.0,29.92222214,-29.69583321
168300369,161328747,Dingana jerinae,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_16552",HumanObservation,2014.0,27.6107769,-24.45421028
168301470,6331,Deloneura immaculata,5,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extinct,,,,,,"LepiMAP, SAM-LEP",,0.0,28.60000038,-32.04999924
168301541,11537,Lepidochrysops hypopolia,5,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extinct,,,,,,"LepiMAP, BMNH(E)",,0.0,29.48333359,-28.5
168301698,15413,Orachrysops ariadne,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_10020",PreservedSpecimen,2009.0,30.1317749,-29.60678291
168302094,892,Aloeides rossouwi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_16506",PreservedSpecimen,2014.0,29.76891518,-25.05395699
168302306,17844,Chrysoritis rileyi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_15788",PreservedSpecimen,2015.0,19.39371109,-33.80342865
168302462,161319448,Lepidochrysops praeterita,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_5297",PreservedSpecimen,2004.0,27.98488998,-26.49558449
168302578,161320641,Orachrysops regalis,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_16467",PreservedSpecimen,2014.0,29.86427307,-24.05073547
168303111,884,Aloeides egerides,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"Excel_Dec16, Silvia E-mail Dec16",PreservedSpecimen,2002.0,19.18944359,-34.34638977
168304127,21749,Thestor kaplani,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_17250",PreservedSpecimen,2016.0,19.6349926,-34.03404236
168304455,13274,Metisella syrinx,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"LepiMAP, LepSoc: DM Kroon Collection",,1969.0,26.95086098,-32.54708481
168304551,2171,Aslauga australis,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"J.Dobson, Dropbox Apr17",PreservedSpecimen,2015.0,27.68738365,-32.15566635
168305032,161316523,Teriomima zuluana,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_2950",PreservedSpecimen,1999.0,32.60652161,-27.08272362
168305249,161317981,Orachrysops montanus,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_15984",PreservedSpecimen,2015.0,28.61162186,-28.5017662
168305427,161277000,Aloeides barbarae,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11977",PreservedSpecimen,2011.0,31.1119175,-25.74600029
168305551,161331776,Pseudonympha swanepoeli,1,1,1,Southern African Lepidoptera Conservation Assessment project,2020,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_12034",PreservedSpecimen,2012.0,30.0767498,-23.98441696
168306579,160889,Dingana clara,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11889",PreservedSpecimen,2011.0,30.0767498,-23.98441696
168306686,11554,Lepidochrysops victori,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_7847",PreservedSpecimen,2008.0,26.15919495,-32.45566559
168306773,161342254,Lepidochrysops irvingi,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_14329",StillImage,2013.0,30.83058357,-25.01444435
168306871,17855,Chrysoritis penningtoni,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"Excel_Mar17, Dropbox Mar17",,2010.0,27.00055504,-32.61750031
168307136,161321281,Thestor barbatus,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"Excel_Dec16, Silvia E-mail Dec16",PreservedSpecimen,2015.0,22.40638924,-33.8077774
168307396,15414,Orachrysops niobe,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_8490",PreservedSpecimen,2008.0,23.03197289,-34.07249832
168307519,890,Aloeides nubilus,1,1,1,Southern African Lepidoptera Conservation Assessment project,2020,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"J.Dobson, Dropbox Apr17",PreservedSpecimen,2016.0,30.53198242,-25.4567337
168307918,17840,Chrysoritis aureus,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_10615",HumanObservation,2010.0,28.36791611,-26.57488823
168308196,161279834,Aloeides clarki,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"LepiMAP, ABRI",,1979.0,25.63333321,-33.75
168308879,15767,Chrysoritis dicksoni,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11743",PreservedSpecimen,2011.0,20.86222267,-34.35100174
168309022,161281661,Anthene lindae,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_17152",PreservedSpecimen,2014.0,22.48503876,-27.287117
168309354,161277940,Kedestes sarahae,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"J.Dobson, Dropbox Apr17",PreservedSpecimen,2016.0,19.16723251,-32.42368317
168309444,885,Aloeides lutescens,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_15790",PreservedSpecimen,2015.0,19.39371109,-33.80342865
168309667,161341657,Hypolycaena lochmophila,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_2573",PreservedSpecimen,1999.0,32.83068848,-26.95644569
168310857,17842,Chrysoritis lyncurium,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"LepiMAP, BMNH(E)",,1933.0,27.68333244,-32.18333435
168310977,11549,Lepidochrysops pephredo,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11355",PreservedSpecimen,2010.0,28.98266602,-28.66913795
168311186,11539,Lepidochrysops lotana,1,1,1,Southern African Lepidoptera Conservation Assessment project,2018,Southern African Lepidoptera Conservation Assessment project,Extant (resident),,,,,,"AJCOETZER, AC_LEPI01.FDB_11918",PreservedSpecimen,2011.0,30.17933273,-24.12336159
